- Bakabileceğim bazı dersler var mı?	ask_faq_tutorials
- dersleriniz var mı	ask_faq_tutorials
- ciftci_bot'un nasıl kullanılacağı hakkında bir eğiticiye ihtiyacım var	ask_faq_tutorials
- ciftci_bot eğitimi	ask_faq_tutorials
- bana öğretici gösterebilir misin	ask_faq_tutorials
- Bir öğretici takip etmek istiyorum	ask_faq_tutorials
- izleyebileceğim bir ders var mı	ask_faq_tutorials
- Ben bir öğretici arıyorum	ask_faq_tutorials
- takip edebileceğim bir ders var mı	ask_faq_tutorials
- Ben bir eğitimci arıyorum	ask_faq_tutorials
- ciftci_bot hakkında bir eğitim istiyorum	ask_faq_tutorials
- bir ciftci_bot eğitimine ihtiyacım var	ask_faq_tutorials
- lütfen bana bir eğitim göster	ask_faq_tutorials
- Yaşın kaç?	ask_howold
- kaç yaşında?	ask_howold
- kaç yaşındasın?	ask_howold
- Yaşın kaç?	ask_howold
- sen ne zaman doğdun?	ask_howold
- doğum günün ne zaman?	ask_howold
- doğum günün ne zaman?	ask_howold
- kaç yaşındasın?	ask_howold
- kaç yaşında olduğunu biliyor musun?	ask_howold
- yaşınız kaç?	ask_howold
- hangi yıl doğdun?	ask_howold
- bana yaşını söyleyebilir misin?	ask_howold
- Yaşınız nedir?	ask_howold
- Doğum tarihiniz nedir?	ask_howold
- Bir sonraki doğum gününde kaç yaşında olacaksın?	ask_howold
- Bir sonraki sene kaç yaşında olacaksın?	ask_howold
- Doğum gününü ne zaman kutlayacaksın?	ask_howold
- Son doğum gününde kaç yaşındaydın?	ask_howold
- Son doğum günü pastanda kaç tane mum vardı?	ask_howold
- Sizinle aynı yaşta arkadaşlarınız var mı, eğer öyleyse, kaç yaşındalar?	ask_howold
- Bana gününü, ayını ve doğum yılını söyle	ask_howold
- Yaşın kaç?	ask_howold
- ve kaç yaşındasın?	ask_howold
- doğum günün ne?	ask_howold
- son doğum gününü kutlarken kaç yaşındaydın?	ask_howold
- son doğum gününü kutlarken kaç yaşındaydın?	ask_howold
- Bana yaşını söyle?	ask_howold
- yaşına ne dersin	ask_howold
- son doğum gününde kaç yaşındaydın?	ask_howold
- Kaç yaşındasın	ask_howold
- bu yıl kaç yaşında olacaksın?	ask_howold
- Yaşınız nedir?	ask_howold
- Hangi yıl doğdun?	ask_howold
- Bana yaşını söyle	ask_howold
- Ne zamandır buradasın?	ask_howold
- Ne zamandır yaşıyorsun?	ask_howold
- Son doğum gününde kaç yaşındaydın?	ask_howold
- Bir sonraki doğum gününde yaşın kaç olacak?	ask_howold
- Kaç yıldır yaşıyorsun?	ask_howold
- Ne zamandır dünyayı işgal ettin?	ask_howold
- Sen gerçek bir bot musun?	ask_isbot
- bot musun	ask_isbot
- Sen gerçek misin	ask_isbot
- gerçekten bir bot musun	ask_isbot
- sen robot musun	ask_isbot
- Siz bir ciftci_bot bot musunuz?	ask_isbot
- Nesin sen, bot mu?	ask_isbot
- söyle bana, sen bot musun?	ask_isbot
- Sen bir Skynet misin?	ask_isbot
- sen chatbot musun	ask_isbot
- Ai misin	ask_isbot
- Sen yapay zekâ mısın?	ask_isbot
- yapay mısın	ask_isbot
- galiba sen bir chatbotsun	ask_isbot
- sen bir robotsun	ask_isbot
- sen chatbotsun	ask_isbot
- bot musun	ask_isbot
- sen bir botsun	ask_isbot
- Sen bot musun?	ask_isbot
- Merhaba, bot musun?	ask_isbot
- Sohbet botu musunuz?	ask_isbot
- Siz ciftci_bot bot musunuz?	ask_isbot
- Sen nesin ?	ask_isbot
- çünkü sen bir botsun	ask_isbot
- bot olduğuna emin misin?	ask_isbot
- şu an saat kaç	ask_time
- saat kaç ?	ask_time
- ABD'de zaman nedir?	ask_time
- ABD zamanı nedir?	ask_time
- ABD zamanı nedir?	ask_time
- saat kaç	ask_time
- Bana zaman verebilir misin?	ask_time
- Zaman	ask_time
- Zamanı biliyor musun	ask_time
- Şu an saat kaç?	ask_time
- Sydney’de saat kaç?	ask_time
- saat kaç 	ask_time
- ABD'de saat kaç	ask_time
- Saati söyleyebilir misiniz?	ask_time
- Bana zamanı söyle.	ask_time
- Bana saatin kaç olduğunu söyleyebilir misin?	ask_time
- Afedersiniz saat kaç?	ask_time
- Saat kaç biliyor musun?	ask_time
- Bana saati söyleyebilir misiniz lütfen	ask_time
- Bana saatin kaç olduğunu söyler misin	ask_time
- Saat kaç biliyor musun?	ask_time
- Şu an saat kaç?	ask_time
- Şu an saat kaç?	ask_time
- Zamanın var mı?	ask_time
- Bana saatin kaç olduğunu söyleyebilir misin?	ask_time
- Merhaba, zamana ihtiyacım var.	ask_time
- Saatin kaç olduğunu bilmem gerek.	ask_time
- Bana zamanı söyle.	ask_time
- Şu an saat ve dakika nedir?	ask_time
- benim adım ne?	ask_whatismyname
- Bana adımı söyle.	ask_whatismyname
- Adımı bana açıkla.	ask_whatismyname
- Benim adım ne olabilir?	ask_whatismyname
- adımı söyleyebilir misiniz?	ask_whatismyname
- Bir adım var mı?	ask_whatismyname
- Bir adım var mı? ve adım ne?	ask_whatismyname
